Signal,RMS_LowNoise,RMS_HighNoise,PeakToPeak_LowNoise,PeakToPeak_HighNoise
Sine,1.56320313428451,23.885650324862,1.21824238343903,18.9913649787827
Square,1.53201378455337,22.5275081440175,0.6828669566296,17.101410872153
Triangle,1.29861443680097,25.0063116481563,1.30010259205147,23.1935017717698
